First Name,Last Name,Phone,Country,College,Enrollment Status,Counsellor,Fee Currency,Fee Amount,Fee Paid,Balance Due,Fee Payment Status,Student ID,Deadline Date
Otieno,Cele,+237819081535,Cameroon,Srm University,Enrolled,Priya,USD,1000.0,1000.0,0.0,No Payment Due,EDO4917,2025-06-05
Blessing,Mumba,+267632002904,Botswana,Lovely Professional University,Active,Unknown,USD,937.5,198.25,739.25,Payment Due,EDO6089,2025-03-13
Yemi,Okeke,237890895974,Cameroon,Vit University,Waitlisted,Mayank,USD,1000.0,105.0,895.0,Payment Due,EDO8145,2025-08-03
Otieno,Annan,+251304530781,Ethiopia,Amity University,Enrolled,Manan,USD,750.0,0.0,750.0,Payment Due,EDO4310,2025-08-11
Kemi,Annan,+255948227722,Tanzania,Vit University,Deferred,Mayank,USD,1000.0,266.0,734.0,Payment Due,EDO5409,2025-04-21
Ebuka,Nkosi,253195418,Cameroon,Manipal University,Inactive,Vivek,USD,1000.0,1000.0,0.0,No Payment Due,EDO7528,2024-07-23
Peace,Mwangi,+234539603717,Nigeria,Lpu,In Progress,Abdul,USD,3000.0,786.0,2214.0,Payment Due,EDO7171,2025-02-05
Tunde,Eze,+263562575422,Zimbabwe,Bennett University,Applied,Mayank,USD,1000.0,275.0,725.0,Payment Due,EDO8502,2025-10-16
Joy,Mumba,,Ghana,Manipal University,Pending,Abdul,USD,3000.0,3000.0,0.0,No Payment Due,EDO5763,2025-10-27
Grace,Mensah,+233024531772,Ghana,Lpu,Active,Mayank,USD,3000.0,728.0,2272.0,Payment Due,EDO5842,2026-01-01
Aminata,Adjei,,Zimbabwe,,Active,Not Found,USD,2500.0,1824.0,676.0,Payment Due,EDO5005,2026-01-08
Moses,Tadesse,+250748861694,Rwanda,,Enrolled,Priya,USD,1500.0,1500.0,0.0,No Payment Due,EDO3512,2025-05-19
Fatima,Wanjiru,,Rwanda,Sharda University,In Progress,Mayank,USD,2500.0,1771.0,729.0,Payment Due,EDO1445,2025-08-22
Hassan,Okeke,644353806,South Africa,Chitkara University,Pending,Vivek,USD,1500.0,68.0,1432.0,Payment Due,EDO9925,2025-11-21
Nomsa,Mvula,+260640446027,Zambia,Sharda University,Pending,Priya,USD,750.0,0.0,750.0,Payment Due,EDO1566,2024-04-06
Aisha,Bekele,705831392,Botswana,Srm University,Waitlisted,Priya,USD,3000.0,3000.0,0.0,No Payment Due,EDO7865,2024-11-02
Chisom,Diallo,+260335576110,Zambia,Amity Noida,Deferred,Akshay,USD,1500.0,0.0,1500.0,Payment Due,EDO3451,2026-07-05
Rutendo,Nkosi,+27339063120,South Africa,Bennett University,Waitlisted,Manan,USD,937.5,937.5,0.0,No Payment Due,EDO2471,2026-06-20
Omondi,Zulu,+237845435102,Cameroon,Amity Noida,Active,Abdul,USD,1500.0,0.0,1500.0,Payment Due,EDO3183,2024-02-19
Ade,Kapinga,+27505591609,South Africa,Upes,Enrolled,Unknown,USD,562.5,43.225,519.275,Payment Due,EDO7276,2025-03-23
Grace,Otieno,+267100907885,Botswana,Amity Noida,Waitlisted,Mayank,USD,2000.0,0.0,2000.0,Payment Due,EDO1955,2024-07-01
Solomon,Diallo,911555612,Zimbabwe,Vit University,Applied,Vivek,USD,562.5,562.5,0.0,No Payment Due,EDO1341,2026-12-22
Nkechi,Ndlovu,+233238736286,Ghana,,Active,Abdul,USD,3000.0,892.0,2108.0,Payment Due,EDO6161,2025-02-13
Linet,Tembo,+260936434380,Zambia,Amity University,On Hold,Mayank,USD,1500.0,62.0,1438.0,Payment Due,EDO4050,2026-03-16
Mutua,,+254096936999,Kenya,Srm University,In Progress,Akshay,USD,937.5,136.175,801.325,Payment Due,EDO9350,2025-12-14
Mutua,Eze,55897370,Nigeria,,Enrolled,Vivek,USD,2500.0,1344.0,1156.0,Payment Due,EDO3581,2024-04-03
Binta,Kariuki,,Namibia,Amity University,On Hold,Vivek,USD,750.0,0.0,750.0,Payment Due,EDO2588,2024-11-12
Chisom,Mumba,256221706484,Uganda,Chitkara University,Pending,Vivek,USD,1000.0,0.0,1000.0,Payment Due,EDO7219,2026-01-02
Ade,Obi,+267327107744,Botswana,,Active,Vivek,USD,2500.0,1985.0,515.0,Payment Due,EDO4743,2024-07-17
Rutendo,Barry,+250984932405,Rwanda,Chitkara University,Enrolled,Mayank,USD,937.5,0.0,937.5,Payment Due,EDO2640,2024-03-12
Nia,Camara,,Malawi,Vit University,On Hold,Manan,USD,562.5,0.0,562.5,Payment Due,EDO4544,2025-04-04
Tendai,Balde,+267983945352,Botswana,Amity Noida,Dropped,Abdul,USD,562.5,47.5375,514.9625,Payment Due,EDO2580,2024-10-04
Hassan,Diallo,256086916324,Uganda,Srm Chennai,Pending,Not Found,USD,750.0,498.475,251.52499999999998,Payment Due,EDO1512,2026-10-17
Yemi,Dlamini,,Ethiopia,Srm Chennai,Enrolled,Vivek,USD,750.0,49.0,701.0,Payment Due,EDO1701,2026-06-11
Olumide,Camara,+255777846306,Tanzania,Manipal University,Active,Abdul,USD,3000.0,541.0,2459.0,Payment Due,EDO2876,2026-02-15
Fatima,Otieno,+27949142274,South Africa,Chitkara University,Pending,Abdul,USD,2500.0,1037.0,1463.0,Payment Due,EDO6658,2026-12-01
Amara,Tesfaye,237477967390,Cameroon,Manipal University,Inactive,Vivek,USD,1000.0,1000.0,0.0,No Payment Due,EDO3969,2026-11-25
Omondi,Mwangi,+256638273444,Uganda,Lovely Professional University,Enrolled,Vivek,USD,562.5,88.4625,474.0375,Payment Due,EDO6650,2024-05-10
Nomsa,Ndiaye,197941521,Ethiopia,Vit University,Enrolled,Akshay,USD,750.0,478.375,271.625,Payment Due,EDO8603,2025-12-26
Omar,Mbewe,+263973687371,Zimbabwe,,On Hold,Priya,USD,1500.0,0.0,1500.0,Payment Due,EDO6000,2025-04-23
Kariuki,Banda,,Zimbabwe,Amity Noida,Dropped,Akshay,USD,937.5,218.9375,718.5625,Payment Due,EDO9780,2024-11-02
Victor,Nwosu,+265548931728,Malawi,Manipal University,Enrolled,Manan,USD,2500.0,494.0,2006.0,Payment Due,EDO4196,2024-05-30
Blessing,Adjei,+255825053980,Tanzania,Lpu,Active,Not Found,USD,1500.0,1500.0,0.0,No Payment Due,EDO8121,2025-09-20
Nomsa,Zulu,+255909173869,Tanzania,Chitkara University,Applied,Mayank,USD,562.5,95.725,466.775,Payment Due,EDO2827,2026-05-12
Omondi,Boateng,439109669,Cameroon,Manipal University,Pending,Abdul,USD,2500.0,854.0,1646.0,Payment Due,EDO9575,2025-10-08
Abena,Ndiaye,,Ghana,Upes,Enrolled,Abdul,USD,562.5,161.6,400.9,Payment Due,EDO2751,2024-03-30
Halima,Dlamini,256891425609,Uganda,Lpu,Enrolled,Mayank,USD,937.5,937.5,0.0,No Payment Due,EDO2212,2026-12-31
Faith,Camara,+233076291229,Ghana,Amity Noida,Pending,Unknown,USD,562.5,562.5,0.0,No Payment Due,EDO3513,2024-08-12
Moses,Tesfaye,,Cameroon,Amity Noida,Pending,Priya,USD,1500.0,1500.0,0.0,No Payment Due,EDO7908,2024-01-09
Isaac,Haile,327370086,Tanzania,Chitkara University,Active,Not Found,USD,3000.0,1469.0,1531.0,Payment Due,EDO4159,2026-11-20
Tunde,Tadesse,,Uganda,,Enrolled,Abdul,USD,750.0,630.45,119.54999999999995,Payment Due,EDO9224,2025-04-10
Daniel,Appiah,+233214090595,Ghana,Amity Noida,Pending,Unknown,USD,2000.0,478.0,1522.0,Payment Due,EDO3057,2026-11-23
Ruth,Ndlovu,,Kenya,,On Hold,Unknown,USD,937.5,598.0125,339.48749999999995,Payment Due,EDO5600,2026-12-20
Aisha,Cele,+263773985702,Zimbabwe,Amity Noida,Enrolled,Not Assigned,USD,750.0,750.0,0.0,No Payment Due,EDO1052,2025-11-28
Halima,Owusu,626949898,Nigeria,Amity Noida,Enrolled,Abdul,USD,1500.0,1234.0,266.0,Payment Due,EDO1613,2024-08-18
Mwangi,Adeyemi,195396193,Namibia,Amity Noida,Pending,Vivek,USD,750.0,192.6,557.4,Payment Due,EDO4002,2026-05-09
Hope,,792446578,Namibia,Upes,Enrolled,Priya,USD,2000.0,210.0,1790.0,Payment Due,EDO6661,2026-02-19
Victor,Mvula,+251254906257,Ethiopia,,Deferred,Manan,USD,750.0,750.0,0.0,No Payment Due,EDO7866,2026-08-02
Kariuki,Kapinga,+264671945008,Namibia,Manipal University,On Hold,Mayank,USD,937.5,937.5,0.0,No Payment Due,EDO9587,2026-11-19
Blessing,Asante,+251955268728,Ethiopia,Lovely Professional University,In Progress,Akshay,USD,2500.0,0.0,2500.0,Payment Due,EDO2443,2026-10-05
Halima,Camara,+265343840427,Malawi,Amity University,In Progress,Abdul,USD,2500.0,442.0,2058.0,Payment Due,EDO6026,2025-12-21
Grace,Ndiaye,+233003235129,Ghana,Lpu,On Hold,Abdul,USD,2000.0,569.0,1431.0,Payment Due,EDO6253,2026-04-01
Halima,Kariuki,586869166,Tanzania,Amity University,Enrolled,Mayank,USD,937.5,0.0,937.5,Payment Due,EDO7551,2026-06-06
Otieno,,+267168429364,Botswana,Vit University,Active,Vivek,USD,3000.0,496.0,2504.0,Payment Due,EDO6235,2026-10-20
Faith,,,Cameroon,Amity University,Applied,Priya,USD,750.0,750.0,0.0,No Payment Due,EDO7466,2024-04-09
Olumide,Nkosi,+267316866689,Botswana,Manipal University,Waitlisted,Akshay,USD,750.0,750.0,0.0,No Payment Due,EDO1113,2024-09-10
Solomon,Mvula,,Nigeria,Amity University,Enrolled,Not Found,USD,937.5,593.6625,343.8375,Payment Due,EDO3853,2025-03-03
Aisha,Uche,+263337154800,Zimbabwe,Srm Chennai,Pending,Vivek,USD,1500.0,0.0,1500.0,Payment Due,EDO3158,2026-05-27
Kamau,Zungu,,Zambia,Srm University,Inactive,Akshay,USD,3000.0,534.0,2466.0,Payment Due,EDO1615,2026-11-16
Joy,Mutua,+265394193990,Malawi,,Dropped,Vivek,USD,750.0,59.0,691.0,Payment Due,EDO8654,2025-10-13
Njoroge,Appiah,609232092,Uganda,Manipal University,Enrolled,Akshay,USD,2500.0,0.0,2500.0,Payment Due,EDO3037,2026-05-13
Chidi,Fall,+254785619819,Kenya,Lovely Professional University,Enrolled,Vivek,USD,750.0,413.0,337.0,Payment Due,EDO9498,2026-11-24
Samuel,Nwachukwu,+267774341040,Botswana,Bennett University,Deferred,Akshay,USD,3000.0,0.0,3000.0,Payment Due,EDO6857,2026-01-08
Kariuki,Mumba,+27701680287,South Africa,Vit University,Deferred,Unknown,USD,750.0,0.0,750.0,Payment Due,EDO3932,2025-06-23
Tendai,Phiri,,Ethiopia,Vit University,On Hold,Akshay,USD,3000.0,3000.0,0.0,No Payment Due,EDO4401,2026-12-08
Nkechi,Sithole,+267048803452,Botswana,Amity Noida,Pending,Akshay,USD,562.5,0.0,562.5,Payment Due,EDO4793,2026-10-23
Hope,Nwachukwu,,Botswana,Manipal University,Enrolled,Manan,USD,1000.0,1000.0,0.0,No Payment Due,EDO6228,2025-01-29
Lebo,Ndiaye,,Tanzania,Sharda University,Enrolled,Vivek,USD,1500.0,0.0,1500.0,Payment Due,EDO6659,2025-09-28
Kwame,Mvula,+251282576230,Ethiopia,Bennett University,Enrolled,Manan,USD,1000.0,175.0,825.0,Payment Due,EDO9060,2025-08-25
Thabo,Nwosu,332150952,Ghana,Bennett University,Enrolled,Vivek,USD,937.5,937.5,0.0,No Payment Due,EDO2224,2025-06-03
Wanjiru,Abebe,+250195908350,Rwanda,Upes,Dropped,Akshay,USD,937.5,0.0,937.5,Payment Due,EDO5256,2025-04-15
Nkechi,Eze,+234672474258,Nigeria,Vit University,Enrolled,Manan,USD,562.5,562.5,0.0,No Payment Due,EDO2394,2024-12-23
Ruth,Khumalo,+233132078160,Ghana,Amity Noida,Pending,Manan,USD,1500.0,1500.0,0.0,No Payment Due,EDO5324,2025-10-03
Amira,Cele,112330359,South Africa,Sharda University,Enrolled,Not Assigned,USD,1500.0,642.0,858.0,Payment Due,EDO7157,2024-09-28
Amara,Diallo,+234434381115,Nigeria,Vit University,In Progress,Not Found,USD,2000.0,333.0,1667.0,Payment Due,EDO9766,2026-07-21
Amara,Asante,+254036725265,Kenya,Bennett University,Waitlisted,Abdul,USD,3000.0,773.0,2227.0,Payment Due,EDO1105,2025-12-19
Kofi,Asante,+267604125108,Botswana,Amity Noida,Inactive,Vivek,USD,937.5,937.5,0.0,No Payment Due,EDO1320,2024-09-24
Kofi,,+255195237600,Tanzania,Lovely Professional University,In Progress,Not Found,USD,937.5,640.925,296.57500000000005,Payment Due,EDO3543,2025-11-20
Isaac,Dike,+256342328603,Uganda,Vit University,Enrolled,Abdul,USD,562.5,0.0,562.5,Payment Due,EDO8433,2024-08-12
Fatima,Owusu,,Botswana,Lpu,Dropped,Priya,USD,3000.0,459.0,2541.0,Payment Due,EDO4786,2025-03-24
Ebuka,Mwangi,,Cameroon,Srm University,Waitlisted,Vivek,USD,750.0,261.5875,488.4125,Payment Due,EDO8274,2025-11-06
Ade,Banda,+250155442951,Rwanda,Manipal University,Enrolled,Vivek,USD,3000.0,0.0,3000.0,Payment Due,EDO1711,2026-02-02
Ebuka,Banda,+27699198895,South Africa,Lovely Professional University,Active,Akshay,USD,562.5,320.8125,241.6875,Payment Due,EDO7024,2025-06-30
Aisha,Nwachukwu,,Namibia,Srm University,Inactive,Vivek,USD,750.0,750.0,0.0,No Payment Due,EDO1078,2024-10-24
Nomsa,Bekele,+27984896326,South Africa,Lpu,In Progress,Priya,USD,1000.0,1000.0,0.0,No Payment Due,EDO8498,2026-07-25
Moses,Achieng,447584927,Rwanda,Srm University,Enrolled,Abdul,USD,3000.0,3000.0,0.0,No Payment Due,EDO4599,2025-03-20
Ibrahim,,+234285664109,Nigeria,Srm University,Active,Priya,USD,1000.0,0.0,1000.0,Payment Due,EDO6150,2025-09-25
Solomon,Mwangi,192870168,Rwanda,,Enrolled,Vivek,USD,3000.0,173.0,2827.0,Payment Due,EDO7485,2026-06-26
Aminata,Girma,+265177983624,Malawi,Srm University,In Progress,Akshay,USD,2000.0,0.0,2000.0,Payment Due,EDO8114,2025-02-28
Kwame,Eze,+250078922475,Rwanda,Lpu,Active,Vivek,USD,2000.0,0.0,2000.0,Payment Due,EDO9554,2026-11-25
Aisha,Diop,+233773658082,Ghana,Amity University,On Hold,Vivek,USD,562.5,37.225,525.275,Payment Due,EDO4215,2024-02-28
Halima,Appiah,+263450868844,Zimbabwe,Srm University,On Hold,Abdul,USD,1500.0,1165.0,335.0,Payment Due,EDO7223,2026-04-26
Hope,Obi,120266710,Kenya,Lovely Professional University,Enrolled,Vivek,USD,2500.0,1061.0,1439.0,Payment Due,EDO4582,2025-06-07
Tunde,Owusu,+27415338219,South Africa,Srm Chennai,On Hold,Akshay,USD,2500.0,0.0,2500.0,Payment Due,EDO8148,2025-04-03
Rutendo,Gyasi,786066484,Tanzania,Lpu,Active,Manan,USD,2000.0,361.0,1639.0,Payment Due,EDO3742,2024-07-19
Peace,Mensah,+27690386261,South Africa,Lpu,Pending,Priya,USD,937.5,0.0,937.5,Payment Due,EDO3909,2026-08-01
Mwangi,Nwosu,+233636168542,Ghana,Amity Noida,Waitlisted,Akshay,USD,750.0,750.0,0.0,No Payment Due,EDO6725,2024-08-15
Aisha,Cele,,Ethiopia,Chitkara University,Enrolled,Not Assigned,USD,562.5,102.0875,460.4125,Payment Due,EDO8142,2024-02-29
Linet,Girma,,Ghana,Upes,Inactive,Akshay,USD,2000.0,375.0,1625.0,Payment Due,EDO7113,2024-08-14
Chisom,Owino,+237341385448,Cameroon,Lovely Professional University,In Progress,Manan,USD,1500.0,28.0,1472.0,Payment Due,EDO1620,2024-05-22
Kwame,Tembo,+265797122350,Malawi,Vit University,On Hold,Manan,USD,2500.0,526.0,1974.0,Payment Due,EDO9188,2025-03-11
Wanjiru,Diop,+267601387915,Botswana,Sharda University,Pending,Mayank,USD,750.0,314.0,436.0,Payment Due,EDO8286,2025-03-08
Kwame,Banda,,Kenya,Lovely Professional University,Deferred,Akshay,USD,937.5,0.0,937.5,Payment Due,EDO9591,2024-02-18
